Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,600773.4895019531,605736.6022949219,599107.8520507812,601214.5554199219,7200.17431640625,18565664997
2020-01-02,601413.0310058594,602214.9653320312,579095.0466308594,583286.7629394531,6985.47021484375,20802083465
2020-01-03,583199.7973632812,619045.2302246094,577402.173828125,613297.8371582031,7344.88427734375,28111481032
2020-01-04,613338.8532714844,620186.7094726562,610344.4323730469,618789.8376464844,7410.65673828125,18444271275
2020-01-05,618772.7136230469,629965.5053710938,617944.7263183594,618845.0014648438,7411.3173828125,19725074095
2020-01-06,618772.7543945312,649785.91015625,618675.962890625,648729.8063964844,7769.21923828125,23276261598
2020-01-07,648684.9577636719,682881.0209960938,648646.9995117188,681668.3139648438,8163.6923828125,28767291327
2020-01-08,681521.6181640625,701127.646484375,664390.6635742188,674668.5432128906,8079.86279296875,31672559265
2020-01-09,674871.7075195312,674871.7075195312,654840.7180175781,657902.4526367188,7879.0712890625,24045990466
2020-01-10,657838.6860351562,681907.2756347656,645185.7043457031,681907.2756347656,8166.55419921875,28714583844
2020-01-11,681542.9416503906,686233.0078125,670475.1145019531,671134.3894042969,8037.53759765625,25521165085
2020-01-12,670777.353515625,684705.3002929688,668756.4333496094,684073.2607421875,8192.494140625,22903438381
2020-01-13,683845.9597167969,684515.3051757812,674655.0070800781,680040.2270507812,8144.1943359375,22482910688
2020-01-14,679767.9143066406,741439.228515625,679767.9143066406,737118.3481445312,8827.7646484375,44841784107
2020-01-15,736916.203125,742324.78515625,722875.15625,735385.3969726562,8807.0107421875,40102834650
2020-01-16,735842.2006835938,738679.48828125,719109.9912109375,728436.1420898438,8723.7861328125,31313981931
2020-01-17,728555.0317382812,748003.1928710938,724555.919921875,745574.6801757812,8929.0380859375,36372139320
2020-01-18,745422.1948242188,752518.5532226562,737082.224609375,746724.517578125,8942.80859375,32337772627
2020-01-19,746610.68359375,765224.2524414062,719776.6865234375,726971.4672851562,8706.2451171875,34217320471
2020-01-20,726836.7583007812,730256.8334960938,714799.5483398438,722913.1552734375,8657.642578125,26422375678
2020-01-21,723025.7661132812,731101.4555664062,713467.4624023438,730282.193359375,8745.89453125,24097418512
2020-01-22,730141.61328125,734215.0107421875,721168.3803710938,724853.1440429688,8680.8759765625,22600204051
2020-01-23,724834.3076171875,725426.8803710938,695858.7475585938,701944.0546875,8406.515625,25770680779
2020-01-24,701864.8764648438,710974.6938476562,690281.2084960938,705193.7866210938,8445.4345703125,24397913026
2020-01-25,704749.9482421875,706280.8359375,692734.265625,698715.279296875,8367.84765625,19647331549
2020-01-26,698428.248046875,718300.5141601562,695179.0869140625,717835.3115234375,8596.830078125,22177678796
2020-01-27,717875.267578125,749640.16796875,717875.267578125,743969.9145507812,8909.8193359375,28647338393
2020-01-28,744195.7885742188,781442.251953125,743855.3466796875,781442.251953125,9358.58984375,34398744403
2020-01-29,781348.8037109375,785437.0419921875,774000.5590820312,777938.5952148438,9316.6298828125,30682598115
2020-01-30,777887.3862304688,797686.0190429688,770779.9379882812,794000.9291992188,9508.9931640625,32378792851
2020-01-31,793944.1752929688,795062.4555664062,770769.8266601562,780769.1962890625,9350.529296875,29432489719
2020-02-01,780420.8447265625,788183.4907226562,777655.4780273438,784305.0625,9392.875,25922656496
2020-02-02,784049.99609375,790644.6206054688,769688.322265625,780254.4970703125,9344.365234375,30835736946
2020-02-03,780281.080078125,796621.0678710938,772260.9213867188,776009.0439453125,9293.521484375,30934096509
2020-02-04,775952.2900390625,779160.6796875,760919.7622070312,766610.4013671875,9180.962890625,29893183716
2020-02-05,766815.2373046875,810058.5336914062,765169.2924804688,802720.8896484375,9613.423828125,35222060874
2020-02-06,803088.0776367188,820355.6982421875,796574.8330078125,812438.4467773438,9729.8017578125,37628823716
