Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,10824.160194396973,11091.752365112305,10788.05704498291,10921.967163085938,130.802001953125,7935230330
2020-01-02,10923.473159790039,10923.473159790039,10600.735008239746,10638.74995803833,127.4101791381836,8032709256
2020-01-03,10638.840419769287,11235.260345458984,10561.916732788086,11203.337547302246,134.1717071533203,10476845358
2020-01-04,11203.071258544922,11360.402046203613,11108.886581420898,11278.292098999023,135.06936645507812,7430904515
2020-01-05,11278.520164489746,11640.75186920166,11276.309585571289,11379.111061096191,136.2767791748047,7526675353
2020-01-06,11381.512756347656,12051.403533935547,11362.649574279785,12049.396812438965,144.3041534423828,9093747121
2020-01-07,12050.051704406738,12107.64779663086,11730.821174621582,11985.92325592041,143.5439910888672,9257954672
2020-01-08,11981.233261108398,12260.138244628906,11545.395011901855,11795.054100036621,141.2581329345703,9387194957
2020-01-09,11786.507377624512,11806.397491455078,11375.739768981934,11604.763389587402,138.9792022705078,7697325348
2020-01-10,11603.747924804688,12037.971878051758,11315.953483581543,12020.97526550293,143.96377563476562,9084816203
2020-01-11,11974.660133361816,12231.156089782715,11874.36483001709,11934.413581848145,142.92710876464844,9332208590
2020-01-12,11943.217674255371,12203.179206848145,11916.088073730469,12180.47331237793,145.87393188476562,8528167453
2020-01-13,12209.381568908691,12257.067642211914,11932.74577331543,12042.920516967773,144.22659301757812,8378529470
2020-01-14,12044.962913513184,14001.40934753418,12029.421333312988,13857.271957397461,165.95535278320312,16712318373
2020-01-15,13838.840698242188,14230.543815612793,13452.653198242188,13880.261978149414,166.23068237304688,15173694057
2020-01-16,13888.79086303711,13949.355628967285,13335.754981994629,13726.649040222168,164.39100646972656,13735193018
2020-01-17,13734.863220214844,14451.279357910156,13591.762954711914,14260.126075744629,170.7799530029297,14997091826
2020-01-18,14257.435157775879,14907.152969360352,13926.88289642334,14643.034019470215,175.3656768798828,14929342256
2020-01-19,14651.54379272461,14800.177513122559,13667.018196105957,13941.982360839844,166.9698486328125,13713374132
2020-01-20,13936.494773864746,14121.092765808105,13554.688934326172,13954.562911987305,167.12051391601562,11144529787
2020-01-21,13949.549293518066,14187.49422454834,13845.946403503418,14169.712760925293,169.69715881347656,9789369362
2020-01-22,14162.31273651123,14279.22624206543,13925.64828491211,14052.562271118164,168.29415893554688,9209827928
2020-01-23,14052.690956115723,14054.072090148926,13384.659103393555,13604.534622192383,162.92855834960938,10396868698
2020-01-24,13602.09725189209,13719.838928222656,13088.603340148926,13614.773361206055,163.05117797851562,10657671162
2020-01-25,13616.11882019043,13629.474029541016,13245.811813354492,13467.208618164062,161.283935546875,8256956802
2020-01-26,13458.264373779297,14046.396858215332,13383.474182128906,14034.43807220459,168.0771026611328,9261861590
2020-01-27,14028.738983154297,14439.063201904297,13936.241226196289,14272.72956085205,170.93089294433594,11004476145
2020-01-28,14268.88557434082,14726.921348571777,14256.628646850586,14726.921348571777,176.3703155517578,11772875064
2020-01-29,14725.0484085083,14933.388145446777,14616.703285217285,14616.703285217285,175.0503387451172,10725267311
2020-01-30,14605.628730773926,15552.750312805176,14393.281921386719,15421.65470123291,184.6904754638672,12604789338
2020-01-31,15425.531814575195,15481.387474060059,14720.783966064453,15043.374320983887,180.16017150878906,11728616394
2020-02-01,15039.499755859375,15351.103469848633,15008.722381591797,15336.774841308594,183.6739501953125,11569697182
2020-02-02,15324.963851928711,16122.213279724121,15044.524841308594,15749.564460754395,188.61753845214844,14054425389
2020-02-03,15748.718452453613,16151.980285644531,15699.06005859375,15853.733055114746,189.8650665283203,12392875241
2020-02-04,15853.454025268555,15957.809913635254,15481.202728271484,15802.424690246582,189.25059509277344,11714191695
2020-02-05,15806.475082397461,17268.134071350098,15760.849243164062,17053.2250289917,204.23023986816406,14865434435
2020-02-06,17044.82992553711,17918.909393310547,16858.9896774292,17730.313247680664,212.33908081054688,16425589683
2020-02-07,17728.37660217285,18632.267669677734,17727.400634765625,18597.62592315674,222.72605895996094,16673443564
2020-02-08,18579.66608428955,18920.105430603027,17984.755340576172,18632.733993530273,223.14651489257812,16741203125
2020-02-09,18619.01693725586,19193.664253234863,18619.01693725586,19086.310386657715,228.5785675048828,15031356241
2020-02-10,19083.852630615234,19136.91544342041,18209.683975219727,18664.145874023438,223.522705078125,16210008511
2020-02-11,18652.641944885254,19751.685722351074,18254.570831298828,19693.57489013672,235.8511962890625,16964695963
2020-02-12,19697.501693725586,22745.302658081055,19697.338607788086,22161.411682128906,265.4061279296875,24545049386
2020-02-13,22131.900772094727,22857.378372192383,21620.030075073242,22386.28680419922,268.0992431640625,25801317504
2020-02-14,22379.944290161133,23802.211654663086,21940.66976928711,23732.16114807129,284.2174987792969,23558253463
2020-02-15,23760.869369506836,23974.827926635742,22067.35186767578,22104.836151123047,264.72857666015625,23682452994
2020-02-16,22119.488403320312,22785.68426513672,20247.447860717773,21701.20864868164,259.89471435546875,25152366643
2020-02-17,21700.862091064453,22283.749069213867,20401.99981689453,22241.346725463867,266.3634338378906,26024080089
2020-02-18,22253.486434936523,23646.877395629883,21832.235458374023,23542.372436523438,281.944580078125,26511477187
2020-02-19,23550.029830932617,23675.417434692383,21690.292083740234,21690.292083740234,259.76397705078125,22679414413
2020-02-20,21694.9578704834,22018.56623840332,20954.43049621582,21538.780151367188,257.949462890625,23229828870
2020-02-21,21533.907958984375,22294.905166625977,21350.03875732422,22177.651473999023,265.6006164550781,20867593292
2020-02-22,22173.55648803711,22243.331787109375,21619.247772216797,21904.699127197266,262.33172607421875,16906032862
2020-02-23,21900.24739074707,22858.471557617188,21873.702606201172,22858.471557617188,273.754150390625,19585998814
2020-02-24,22854.3740234375,23007.5499420166,21678.700241088867,22145.57196044922,265.2164306640625,22400845640
2020-02-25,22151.16275024414,22163.529251098633,20612.725959777832,20692.769302368164,247.81759643554688,21878882134
2020-02-26,20686.307022094727,20845.750282287598,18475.75740814209,18844.302322387695,225.68026733398438,26235617201
2020-02-27,18844.8680267334,19808.61545562744,17757.4874420166,18933.90785217285,226.75338745117188,25645522790
2020-02-28,18953.465423583984,19556.44637298584,18064.90825653076,18934.501586914062,226.760498046875,22563530559
2020-02-29,18940.593101501465,19393.427963256836,18357.350646972656,18357.350646972656,219.8485107421875,18181296376
2020-03-01,18349.349243164062,18927.603561401367,17879.891082763672,18284.044792175293,218.97059631347656,18179807469
2020-03-02,18262.420616149902,19439.767303466797,18143.237922668457,19252.576499938965,230.5697784423828,20305587789
2020-03-03,19248.751625061035,19399.20477294922,18514.677612304688,18744.04906463623,224.47962951660156,19853178572
2020-03-04,18751.20573425293,19041.375114440918,18544.421684265137,18747.250900268555,224.51797485351562,16567075208
2020-03-05,18757.597938537598,19569.432090759277,18757.597938537598,19143.89373779297,229.2681884765625,18201291785
2020-03-06,19135.5636138916,20336.840614318848,19100.08860015869,20334.36247253418,243.52529907226562,19374772256
2020-03-07,20353.141563415527,20873.203506469727,19835.53227996826,19860.732879638672,237.85308837890625,19431652027
2020-03-08,19854.68723297119,19854.68723297119,16750.348960876465,16757.536209106445,200.68905639648438,21381823651
