Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,16.10815178602934,16.22922696918249,16.040935076773167,16.087695121765137,0.19266700744628906,1041134003
2020-01-02,16.091118045151234,16.106815464794636,15.610074751079082,15.701590359210968,0.1880429983139038,1085351426
2020-01-03,15.693658284842968,16.20484470576048,15.518141075968742,16.159002915024757,0.19352099299430847,1270017043
2020-01-04,16.159002915024757,16.253525868058205,16.018222592771053,16.22864217311144,0.19435499608516693,999331594
2020-01-05,16.229645036160946,16.63512023538351,16.189314015209675,16.327339574694633,0.1955370008945465,1168067557
2020-01-06,16.327256210148335,18.689971692860126,16.288178145885468,18.496084421873093,0.22150999307632446,2301679290
2020-01-07,18.501596435904503,18.652731381356716,17.45542488247156,17.86206967383623,0.21391700208187103,2237698314
2020-01-08,17.85513921827078,18.094783671200275,17.13536848127842,17.453670494258404,0.20902599394321442,1782128652
2020-01-09,17.460685558617115,17.46335695683956,16.916181936860085,17.10906634479761,0.20489899814128876,1341130889
2020-01-10,17.10981786996126,17.735650449991226,16.851970084011555,17.72755040228367,0.21230599284172058,1693646276
2020-01-11,17.71009983867407,18.284078426659107,17.53950860351324,17.689558565616608,0.21185100078582764,1655817070
2020-01-12,17.71460898965597,18.066978484392166,17.663005091249943,18.005355909466743,0.21563300490379333,1496128430
2020-01-13,18.004604384303093,18.009865060448647,17.585183665156364,17.75351908057928,0.21261699497699738,1321442559
2020-01-14,17.746088437736034,20.192972250282764,17.73364596813917,19.59636454284191,0.23468700051307678,2639844916
2020-01-15,19.581083945930004,20.123249627649784,19.03131964802742,19.446732647717,0.23289500176906586,2590278224
2020-01-16,19.445563055574894,19.50292781740427,18.70859309285879,19.08592840284109,0.2285739928483963,2066952513
2020-01-17,19.098537601530552,20.30352608114481,18.919096037745476,19.937795862555504,0.23877599835395813,2418043081
2020-01-18,19.946479462087154,20.97411422431469,19.467857472598553,20.314380891621113,0.24328599870204926,2391157804
2020-01-19,20.321144618093967,20.839011400938034,19.14471285045147,19.671347841620445,0.23558500409126282,2211717302
2020-01-20,19.654564194381237,19.684957414865494,18.869831323623657,19.480216577649117,0.2332960069179535,1723535818
2020-01-21,19.48388959467411,20.062043875455856,19.333506174385548,19.8033611997962,0.23716600239276886,1701652845
2020-01-22,19.811460003256798,19.930531948804855,19.558706164360046,19.71067599952221,0.23605599999427795,1517150861
2020-01-23,19.720445826649666,19.72971422225237,18.62626127153635,18.879684515297413,0.2261040061712265,1600294983
2020-01-24,18.88778331875801,18.897218443453312,17.98498136550188,18.6239233314991,0.22304099798202515,1706347379
2020-01-25,18.62459149211645,18.633024998009205,18.181039847433567,18.405655041337013,0.220427006483078,1373179560
2020-01-26,18.39880795031786,19.317223958671093,18.313804730772972,19.262280501425266,0.2306859940290451,1583964764
2020-01-27,19.24942245334387,19.591938756406307,18.952996790409088,19.30703730881214,0.231222003698349,1722593699
2020-01-28,19.30570098757744,20.034238688647747,19.283908002078533,19.913748301565647,0.23848800361156464,2052700894
2020-01-29,19.930698677897453,20.14579413831234,19.649386882781982,19.683455608785152,0.23573000729084015,1883265674
2020-01-30,19.673184350132942,20.537743128836155,19.371749348938465,20.344107195734978,0.24364200234413147,2125017678
2020-01-31,20.342102713882923,20.396796077489853,19.61456787586212,19.975955672562122,0.23923300206661224,1892170752
2020-02-01,19.972448140382767,20.258102357387543,19.854713760316372,20.1614928022027,0.24145500361919403,1592451417
2020-02-02,20.150303289294243,21.648125290870667,19.789667017757893,20.936289116740227,0.25073400139808655,2477130012
2020-02-03,20.92259493470192,21.40689566731453,20.720858953893185,21.261353611946106,0.254626989364624,2156814065
2020-02-04,21.25551062822342,22.509597092866898,20.776470571756363,22.278468266129494,0.26680800318717957,2900951896
2020-02-05,22.268783047795296,23.466756463050842,22.268783047795296,23.168577656149864,0.2774679958820343,3332447611
2020-02-06,23.174756586551666,23.87590716779232,22.83674943447113,23.564867824316025,0.2822139859199524,3079150333
2020-02-07,23.564116299152374,23.92442035675049,23.200141713023186,23.32021403312683,0.2792840003967285,2372731517
2020-02-08,23.28631328046322,23.420413240790367,22.342763483524323,23.1497895270586,0.2772429883480072,2380993304
2020-02-09,23.137598395347595,23.984121814370155,23.083073005080223,23.58515900373459,0.28245699405670166,2343599758
2020-02-10,23.587580308318138,23.656802743673325,22.564289212226868,22.885680690407753,0.2740800082683563,2403459577
2020-02-11,22.87081691622734,23.44229207932949,22.368064001202583,23.39177316427231,0.2801409959793091,2383677083
2020-02-12,23.40271258354187,25.675498872995377,23.37565767765045,25.41681495308876,0.3043929934501648,4092541037
2020-02-13,25.40028139948845,28.067857295274734,25.352437615394592,27.279950350522995,0.3267059922218323,6473779289
2020-02-14,27.251310274004936,28.18567503988743,26.262920305132866,27.957636922597885,0.33482199907302856,4476902769
2020-02-15,27.982437252998352,28.721661791205406,25.232362806797028,25.57070590555668,0.30623599886894226,4282439063
2020-02-16,25.656628623604774,26.56861436367035,23.216005861759186,24.63533827662468,0.2950339913368225,4025339058
2020-02-17,24.601522132754326,24.650702238082886,22.660397335886955,23.928762778639793,0.28657200932502747,3690067847
2020-02-18,23.965336173772812,25.055177062749863,23.275291740894318,24.875736743211746,0.2979130148887634,3719318846
2020-02-19,24.873312950134277,25.357698291540146,23.179765924811363,23.179765924811363,0.2776019871234894,3096501889
2020-02-20,23.141022562980652,23.508339196443558,22.322054237127304,22.745065852999687,0.2723959982395172,3138024579
2020-02-21,22.73696580529213,23.20465086400509,22.60369949042797,22.95732194185257,0.2749379873275757,2626495845
2020-02-22,22.99130730330944,23.12682819366455,22.737468481063843,23.037732645869255,0.2759009897708893,2190665842
2020-02-23,23.040905475616455,23.619477823376656,23.013686329126358,23.6063684374094,0.282710999250412,2313819448
